Marca temporal;Sexo;Edad;¿En qué barrio vivís?;¿Con qué frecuencia visitás el restaurante?;¿Cuál es el motivo principal de tus visitas?;¿Qué aspectos te motivan a elegir el restaurante?;¿Cómo definirías al restaurante?;¿Cómo calificarías la calidad de nuestros platos?;¿Qué opinás sobre nuestro servicio al cliente?;¿Qué opinás sobre la atmósfera y el diseño interior del lugar?;¿Qué aspectos de la ambientación sugerís mejorar?;De lo que hayas probado, ¿cuáles son tus preferidos del menú?;¿Hay algún plato o bebida que te gustaría que agreguemos al menú?;¿Experimentaste algún problema o inconveniente durante tus visitas al restaurante? Especificar si corresponde;¿Estarías interesado en eventos especiales organizados por nosotros? Ejemplo: cenas temáticas, catas de vino, noche de música en vivo, etc.;¿Tenés alguna recomendación o sugerencia para mejorar el restaurante?;;Puntuación
8/16/2023 22:21:44;Mujer;46 a 55 años;Barros Blancos ;Ocasionalmente;Comidas de negocios;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez, La decoración del lugar;Familiar;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Ruido ambiente;;;;Si, me gustan este tipo de eventos;;;0
8/17/2023 14:42:22;Hombre;56 a 65 años;Carrasco;Ocasionalmente;Comidas familiares;Variedad y calidad del menú;Familiar;Excelente;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;;Asado de tira;No;No;No, no estoy interesado en este tipo de actividades;No;;0
8/17/2023 21:57:18;Mujer;18 a 25 años;buceo;Ocasionalmente;Comidas familiares;El ambiente y su calidez;Familiar, Restaurante, Parrillada;Bueno;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Música;pasta y asado;brownie;;No, no estoy interesado en este tipo de actividades;;;0
8/17/2023 21:57:32;Mujer;18 a 25 años;malvin ;Ocasionalmente;Comidas familiares;Variedad y calidad del menú, El ambiente y su calidez, Ubicación conveniente;Familiar, Bar de siempre;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Música;la pasta ;brownie con helado ;no;Si, me gustan este tipo de eventos;todo muy cómodo ;;0
8/17/2023 22:03:45;Mujer;18 a 25 años;Carrasco ;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez, Ubicación conveniente, La decoración del lugar, Recomendación de conocidos o reseñas positivas, Atención del personal. Siempre espectacular ;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Nada;"Tortilla de papas, milanesa, asado; faina ";Risotto ;Nunca ;Si, me gustan este tipo de eventos;Sigan así!!!! Son los mejores!! De toda la vida! ;;0
8/17/2023 22:05:19;Mujer;56 a 65 años;Carrasco;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú, Atencion del personal;Familiar, Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;;Asado;;No;Si, me gustan este tipo de eventos;;;0
8/17/2023 22:34:08;Hombre;26 a 35 años;Malvin ;Semanalmente;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar;Familiar, Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Es agradable pero podría mejorarse en ciertos aspectos;Comodidad del mobiliario;Napolitana;;;Si, me gustan este tipo de eventos;;;0
8/17/2023 22:36:18;Hombre;46 a 55 años;Carrasco;Semanalmente;Comidas familiares;Variedad y calidad del menú;Bar de siempre;Bueno;Bueno: en general estoy satisfecho con el servicio;No me gusta, creo que necesita un rediseño;Iluminación, Ruido ambiente, Música, Comodidad del mobiliario, Baños;Parrilla;;;No, no estoy interesado en este tipo de actividades;;;0
8/17/2023 22:52:45;Mujer;26 a 35 años;Carrasco;Una vez al mes o más;Comidas familiares;Tradición e historia del lugar, El ambiente y su calidez, Ubicación conveniente;Familiar;Bueno;Excepcional: el personal es amable, atento y servicial;Es agradable pero podría mejorarse en ciertos aspectos;Comodidad del mobiliario, Baños;Asado;;Nunca;Si, me gustan este tipo de eventos;;;0
8/18/2023 12:32:55;Mujer;36 a 45 años;Shangrilá;Ocasionalmente;Comidas familiares;Variedad y calidad del menú;Bar de siempre;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Nada, esta muy acogedor;Milanesa;No;No;No, no estoy interesado en este tipo de actividades;No;;0
8/18/2023 12:49:06;Hombre;46 a 55 años;Pando;Es mi primera visita;Comidas de negocios;Ubicación conveniente;Restaurante;Excelente;Bueno: en general estoy satisfecho con el servicio;Es agradable pero podría mejorarse en ciertos aspectos;Ventilación, Afuera en el cerramiento ver espacios qué entra frio;Milanesa napolitana ;Todo muy bien ;No;Si, me gustan este tipo de eventos;Solo lo del cerramiento en pvc ;;0
8/18/2023 12:49:22;Hombre;46 a 55 años;Ipusa ;Ocasionalmente;Reuniones con amigos;El ambiente y su calidez;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Es agradable pero podría mejorarse en ciertos aspectos;;Chivitos al plato;;No;;Está bien así ;;0
8/18/2023 13:01:10;Mujer;56 a 65 años;Carrasco;Semanalmente;Comidas familiares;Variedad y calidad del menú;Bar que te atienden como restaurante;Bueno;Aceptable: podría mejorar en algunos aspectos;Me encanta, es un ambiente acogedor y agradable;Iluminación, Ruido ambiente, Baños;Parrilla y pesca;Aguas saborizadas salud;Mucha demora;Si, me gustan este tipo de eventos;Redujeron las porciones y seria conveniente 2x1 en pizzeria;;0
8/18/2023 13:11:56;Mujer;18 a 25 años;Carrasco Norte;Semanalmente;Comidas de negocios;Variedad y calidad del menú, Tradición e historia del lugar, Ubicación conveniente;Familiar, Bar de siempre, Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Iluminación;Strogonoff o milanesa;Es muy completo;No;Si, me gustan este tipo de eventos;;;0
8/18/2023 13:17:38;Hombre;65 a 75 años;Blanqueada;Una vez al mes o más;Reuniones con amigos;Tradición e historia del lugar;Familiar;Bueno;Bueno: en general estoy satisfecho con el servicio;Es agradable pero podría mejorarse en ciertos aspectos;Iluminación;Cordero ;No;No;Si, me gustan este tipo de eventos;No;;0
8/18/2023 14:15:00;Hombre;65 a 75 años;Costa de oro;Ocasionalmente;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez, Ubicación conveniente, La decoración del lugar;Familiar, Bar de siempre, Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;;Pastas, pescados;;No nunca;;;;0
8/18/2023 14:16:42;Mujer;36 a 45 años;Centro;Ocasionalmente;Comidas de negocios;Ubicación conveniente;Restaurante;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Ruido ambiente;Ensalada de camarones ;;;No, no estoy interesado en este tipo de actividades;;;0
8/18/2023 15:50:10;Mujer;46 a 55 años;San José de Carrasco, ciudad de la costa ;Ocasionalmente;Comidas familiares;Tradición e historia del lugar, El ambiente y su calidez, Ubicación conveniente;Familiar, Bar que te atienden como restaurante;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;;Todo lo que probé me gusto;Panqueques de manzana con helado y caramelo;No;Si, me gustan este tipo de eventos;Menu del día con postre y bebida;;0
8/18/2023 15:56:10;Hombre;65 a 75 años;San José de carrasco;Ocasionalmente;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar, Ubicación conveniente;Familiar;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;;Parrilla ;No;No;Si, me gustan este tipo de eventos;No;;0
8/18/2023 21:09:46;Mujer;18 a 25 años;;Una vez al mes o más;Comidas familiares;;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Ruido ambiente;;;No.;Si, me gustan este tipo de eventos;;;0
8/18/2023 22:19:37;Hombre;46 a 55 años;Pocitos;Ocasionalmente;Comidas familiares;Tradición e historia del lugar, El ambiente y su calidez, Buenas pizzas;Familiar, Bar que te atienden como restaurante;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Cielorraso ;;;;No, no estoy interesado en este tipo de actividades;;;0
8/18/2023 23:23:33;Mujer;46 a 55 años;Portones;Semanalmente;Cenas románticas o especiales en pareja;El ambiente y su calidez;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Música;pizzas ;Vegetariano;;Si, me gustan este tipo de eventos;Música en vivo;;0
8/18/2023 23:34:26;Hombre;56 a 65 años;Carrasco norte ;Semanalmente;Cenas románticas o especiales en pareja;Tradición e historia del lugar;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Iluminación;Parrilla;Mas cordero ;No;Si, me gustan este tipo de eventos;Agregar algo de música en vivo, tranquila ;;0
8/19/2023 0:08:52;Mujer;26 a 35 años;Brazo Oriental;Es mi primera visita;Reuniones con amigos;Variedad y calidad del menú, Tradición e historia del lugar, Recomendación de conocidos o reseñas positivas;Familiar, Bar de siempre, Bar que te atienden como restaurante;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;;Napolitana;;No;Si, me gustan este tipo de eventos;;;0
8/19/2023 0:54:26;Mujer;56 a 65 años;El Pinar;Ocasionalmente;Reuniones con amigos;Variedad y calidad del menú, El ambiente y su calidez;Familiar, Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Música;Pizza y postres;Panqueque de manzana con helado de crema;No;Si, me gustan este tipo de eventos;No;;0
8/19/2023 12:34:47;Mujer;36 a 45 años;Carrasco norte;Ocasionalmente;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar;Restaurante;Bueno;Bueno: en general estoy satisfecho con el servicio;Es agradable pero podría mejorarse en ciertos aspectos;Iluminación, Música;Milanesa completa ;;No ;Si, me gustan este tipo de eventos;;;0
8/19/2023 12:43:52;;56 a 65 años;El Pinar ;Ocasionalmente;Comidas familiares;Tradición e historia del lugar;Familiar;Bueno;Aceptable: podría mejorar en algunos aspectos;Es agradable pero podría mejorarse en ciertos aspectos;Ruido ambiente;Parrilla ;Está bien así (para mí);Todo bien ;Si, me gustan este tipo de eventos;No;;0
8/19/2023 12:46:16;Mujer;46 a 55 años;Ciudad de la costa, Shangrila ;Varias veces al año;Comidas familiares;Variedad y calidad del menú, El ambiente y su calidez, Ubicación conveniente, Ofertas y promociones especiales;Familiar, Bar que te atienden como restaurante;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Iluminación;Lassgna ;Sushi ;;Si, me gustan este tipo de eventos;;;0
8/19/2023 12:47:55;Hombre;46 a 55 años;Shangrila;Varias veces al año;Comidas familiares;Variedad y calidad del menú;Bar de siempre;Excelente;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Comodidad del mobiliario;Pastas y parrilla;No;No;Si, me gustan este tipo de eventos;No;;0
8/19/2023 12:50:13;Hombre;56 a 65 años;Costa de Oro - Pinamar ;Varias veces al año;Comidas familiares;Variedad y calidad del menú;Restaurante;Bueno;Excepcional: el personal es amable, atento y servicial;Es agradable pero podría mejorarse en ciertos aspectos;Iluminación, Ruido ambiente, Comodidad del mobiliario;Chivitos y sándwich olímpico del restaurante;Refresco H2O;Hasta el momento ningún inconveniente ;Si, me gustan este tipo de eventos;;;0
8/19/2023 12:58:48;Mujer;56 a 65 años;Pinamar- Costa de Oro;Varias veces al año;Comidas familiares;Variedad y calidad del menú;Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Comodidad del mobiliario;Sándwich napolitano, milanesa de la casa, chivito;;;Si, me gustan este tipo de eventos;;;0
8/19/2023 13:34:34;Hombre;36 a 45 años;Pocitos;Ocasionalmente;Comidas familiares;Variedad y calidad del menú;Familiar, Bar de siempre;Bueno;Bueno: en general estoy satisfecho con el servicio;Es agradable pero podría mejorarse en ciertos aspectos;Ruido ambiente, Olores;Ravioles, asado, chivito;No, es bueno dedicarse a lo que saben;Nunca;Si, me gustan este tipo de eventos;;;0
8/19/2023 13:50:05;Mujer;26 a 35 años;Malvin;Varias veces al año;Comidas familiares;Variedad y calidad del menú, Ubicación conveniente;Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Es agradable pero podría mejorarse en ciertos aspectos;Ventilación, Calefacción;Entraña;Creo que el menu esta bien;No;Si, me gustan este tipo de eventos;Ninguna recomendacion;;0
8/19/2023 14:12:57;Mujer;65 a 75 años;Malvín ;Ocasionalmente;Reuniones con amigos;Ubicación conveniente;Bar que te atienden como restaurante;Bueno;Excepcional: el personal es amable, atento y servicial;Es agradable pero podría mejorarse en ciertos aspectos;Olores;Pollo al ajillo ;No;No;No, no estoy interesado en este tipo de actividades;No;;0
8/19/2023 14:21:19;Mujer;65 a 75 años;Malvin;Ocasionalmente;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar, Ubicación conveniente, La decoración del lugar, Ofertas y promociones especiales;Familiar;Bueno;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Iluminación, Ventilación;Ensalada cesar;Postres sin azucar;No;Si, me gustan este tipo de eventos;Postres sin azucar;;0
8/19/2023 14:37:39;Mujer;18 a 25 años;La Blanqueada ;Ocasionalmente;Comidas familiares;Variedad y calidad del menú, El ambiente y su calidez;Familiar, Restaurante;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Ruido ambiente, Ventilación;Hamburguesa Americana ;;;Si, me gustan este tipo de eventos;;;0
8/19/2023 15:12:09;;56 a 65 años;Centro;Varias veces al año;Comidas familiares;El ambiente y su calidez;Familiar;Bueno;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Música;Milanesa napolitana;;Nunca;Si, me gustan este tipo de eventos;;;0
8/19/2023 15:18:42;Mujer;56 a 65 años;Centro;Varias veces al año;Comidas familiares;Variedad y calidad del menú;Familiar;Bueno;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Música;Entraña;Buseca;No;Si, me gustan este tipo de eventos;;;0
8/19/2023 20:50:34;Mujer;18 a 25 años;El pinar;Ocasionalmente;Cenas románticas o especiales en pareja;Variedad y calidad del menú;Restaurante;Excelente;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Ruido ambiente;Hamburguesa;;;Si, me gustan este tipo de eventos;;;0
8/19/2023 20:53:33;Mujer;36 a 45 años;Malvin Norte ;Ocasionalmente;Reuniones con amigos;El ambiente y su calidez, Ubicación conveniente, Ofertas y promociones especiales;Familiar;Bueno;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;;La tortilla a la española ;Daikiri;No ;Si, me gustan este tipo de eventos;;;0
8/19/2023 20:55:13;Mujer;26 a 35 años;Centro ;Ocasionalmente;Reuniones con amigos;Variedad y calidad del menú, Ubicación conveniente, La decoración del lugar;Restaurante;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Ruido ambiente;La pasta ;Más variedad de relleno en la pasta ;No;Si, me gustan este tipo de eventos;No;;0
8/19/2023 21:58:56;Mujer;26 a 35 años;Buceo;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú;Familiar;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Olores;Pasta;;Muy caro el costo de la panera $120 por persona ;No, no estoy interesado en este tipo de actividades;Cobrar una sola panera por mesa o las que pida la mesa. De lo contrario un cubierto con precio razonable ;;0
8/19/2023 22:14:18;Mujer;46 a 55 años;La comercial tres cruces;Varias veces al año;Comidas familiares;Variedad y calidad del menú;Familiar;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;;Lasaña vegetariana;Ninguno;Ninguno;Si, me gustan este tipo de eventos;Ninguna;;0
8/19/2023 22:47:57;Hombre;36 a 45 años;Lagomar;Una vez al mes o más;Reuniones con amigos;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez, Ubicación conveniente;Familiar, Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Es agradable pero podría mejorarse en ciertos aspectos;Comodidad del mobiliario, Baños;Las pizzas  las mejores del condado;Palmitos para la pizza como gusto a elegir;Nunca, por eso vuelvo;Si, me gustan este tipo de eventos;Realmente es un lujo por eso vuelvo, me encanta tal cual;;0
8/20/2023 0:04:30;Mujer;56 a 65 años;Carrasco ;Ocasionalmente;Comidas familiares;Variedad y calidad del menú;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Música;Pamplona de cerdo , muzzarella ;No;No;Si, me gustan este tipo de eventos;Nada ,asi esta bien.;;0
8/20/2023 0:09:27;Mujer;46 a 55 años;Carrasco;Varias veces al año;Comidas familiares;Variedad y calidad del menú, El ambiente y su calidez;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Música;Parrilla, papas steakhouse, muzzarella;No;No;Si, me gustan este tipo de eventos;No;;0
8/20/2023 0:55:26;Hombre;65 a 75 años;Parque Batlle;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez;Restaurante;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Baños;Ravioles Princepe de Napoles;Creo que no;No;Si, me gustan este tipo de eventos;No;;0
8/20/2023 12:35:59;Mujer;46 a 55 años;Pocitos;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú, El ambiente y su calidez, Ubicación conveniente;Familiar;Excelente;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;;Canelones;;;Si, me gustan este tipo de eventos;;;0
8/20/2023 12:44:08;Mujer;46 a 55 años;Parque Battle ;Varias veces al año;Comidas familiares;El ambiente y su calidez;Familiar;Bueno;Bueno: en general estoy satisfecho con el servicio;Es agradable pero podría mejorarse en ciertos aspectos;Comodidad del mobiliario, Baños;Pasta y parrilla ;Cognac ;No;Si, me gustan este tipo de eventos;;;0
8/20/2023 12:59:22;Hombre;18 a 25 años;Cerrito de la victoria ;Semanalmente;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez, Ubicación conveniente;Familiar, Bar de siempre, Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;;Abadejo con salsa de camarones ;;;No, no estoy interesado en este tipo de actividades;;;0
8/20/2023 13:32:26;Mujer;36 a 45 años;Carrasco ;Es mi primera visita;Comidas familiares;Tradición e historia del lugar;Familiar;Excelente;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Nada;Mila;;Ninguno;Si, me gustan este tipo de eventos;;;0
8/20/2023 13:54:54;Mujer;46 a 55 años;La tahona;Varias veces al año;Comidas familiares;Variedad y calidad del menú, El ambiente y su calidez;Familiar, Restaurante;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Comodidad del mobiliario;Carnes;;No;No, no estoy interesado en este tipo de actividades;;;0
8/20/2023 15:30:21;Mujer;36 a 45 años;Malvin ;Varias veces al año;Comidas familiares;Variedad y calidad del menú;Familiar;Bueno;Bueno: en general estoy satisfecho con el servicio;Es agradable pero podría mejorarse en ciertos aspectos;Calefacción;Milanesa napolitana ;;;Si, me gustan este tipo de eventos;;;0
8/20/2023 15:42:43;Mujer;56 a 65 años;Malvin;Varias veces al año;Comidas familiares;Variedad y calidad del menú, El ambiente y su calidez;Familiar, Restaurante, Parrillada;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;;Abadejo y parrilla;;No;Si, me gustan este tipo de eventos;;;0
8/20/2023 16:03:21;Hombre;Mayor de 76 años;Punta Gorda ;Ocasionalmente;Comidas familiares;El ambiente y su calidez;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Comodidad del mobiliario;Milanesas con fritas;No;No;No, no estoy interesado en este tipo de actividades;No;;0
8/21/2023 0:00:04;Mujer;26 a 35 años;Carrasco norte;Ocasionalmente;Comidas familiares;El ambiente y su calidez, Ubicación conveniente;Bar que te atienden como restaurante;Bueno;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Comodidad del mobiliario;Asado;;;No, no estoy interesado en este tipo de actividades;;;0
8/21/2023 0:42:37;Mujer;46 a 55 años;parque rodo;Varias veces al año;Reuniones con amigos;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez, Recomendación de conocidos o reseñas positivas;Familiar, Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Es agradable pero podría mejorarse en ciertos aspectos;Música, Ventilación, Olores;He probado muy poco, pero creo que la comida es excelente y abundante. Me olvidé de decirles que me trajeran el asado en un punto específico, y me lo trajeron perfecto. 10/10!;;Jamás. ;Si, me gustan este tipo de eventos;Mm.. capaz mejorar musica. ;;0
8/21/2023 0:44:12;Mujer;18 a 25 años;pocitos ;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar, El ambiente y su calidez, La decoración del lugar, Recomendación de conocidos o reseñas positivas, Ofertas y promociones especiales, ;Familiar, Restaurante, Parrillada;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Ruido ambiente, Música, Comodidad del mobiliario, Baños;Sus milanesas;;No;Si, me gustan este tipo de eventos;;;0
8/21/2023 0:45:25;Mujer;26 a 35 años;Pocitos Nuevo;Ocasionalmente;Celebraciones;Variedad y calidad del menú, El ambiente y su calidez, Recomendación de conocidos o reseñas positivas, Ofertas y promociones especiales;Bar, Bar que te atienden como restaurante;Bueno;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Comodidad del mobiliario;El pollo!;;Nunca;Si, me gustan este tipo de eventos;;;0
8/21/2023 13:49:46;Hombre;56 a 65 años;Punta Gorda;Varias veces al año;Comidas familiares;Variedad y calidad del menú, Tradición e historia del lugar, Ubicación conveniente;Restaurante;Excelente;Bueno: en general estoy satisfecho con el servicio;Es agradable pero podría mejorarse en ciertos aspectos;Iluminación;Parrilla,  pastas caseras y pizzeria;Bebidas sin gas saborizadas.;En ocasiones de mucha concurrencia, demora en el servicio.;Si, me gustan este tipo de eventos;No;;0
8/21/2023 14:17:41;Hombre;36 a 45 años;La Blanqueada ;Varias veces al año;Comidas de negocios;Variedad y calidad del menú;Bar que te atienden como restaurante;Bueno;Excepcional: el personal es amable, atento y servicial;Es agradable pero podría mejorarse en ciertos aspectos;Ventilación;Baby beef ;Costilla de lomo ;Ninguno.;No, no estoy interesado en este tipo de actividades;Música funcional a bajo volumen ;;0
8/21/2023 14:19:42;Hombre;18 a 25 años;Malvin ;Una vez al mes o más;Reuniones con amigos;Variedad y calidad del menú, El ambiente y su calidez;Bar que te atienden como restaurante;Excelente;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;;En general muy bueno , me inclino más por el lado de la parrilla ;;;Si, me gustan este tipo de eventos;;;0
8/21/2023 20:00:46;Mujer;36 a 45 años;Prado;Es mi primera visita;Comidas familiares;Variedad y calidad del menú;Familiar;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;;Pizza;;;No, no estoy interesado en este tipo de actividades;;;0
8/21/2023 20:32:12;Hombre;26 a 35 años;Aguada;Es mi primera visita;Celebraciones;Recomendación de conocidos o reseñas positivas;Familiar;Aceptable;Aceptable: podría mejorar en algunos aspectos;Es agradable pero podría mejorarse en ciertos aspectos;;;;;;;;0
8/21/2023 20:43:31;Mujer;Menor de 18 años;Carrasco norte ;Una vez al mes o más;Comidas familiares;El ambiente y su calidez, Ubicación conveniente, Recomendación de conocidos o reseñas positivas;Familiar, Restaurante;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Ventilación, Comodidad del mobiliario, Baños;Sorrentinos italiano ;Sushi;Falta de papel en el baño ;No, no estoy interesado en este tipo de actividades;;;0
8/21/2023 20:43:49;Hombre;46 a 55 años;Portones ;Ocasionalmente;Comidas familiares;Variedad y calidad del menú;Restaurante;Bueno;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Ventilación;Pastas ;No;No;No, no estoy interesado en este tipo de actividades;No;;0
8/21/2023 20:49:32;Hombre;36 a 45 años;Malvín;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú, Ubicación conveniente;Familiar, Bar de siempre, Restaurante, Bar que te atienden como restaurante, Parrillada;Excelente;Bueno: en general estoy satisfecho con el servicio;Es agradable pero podría mejorarse en ciertos aspectos;Iluminación, Ruido ambiente, Olores;Milanesa de la casa;;Me senté cerca de la barra y tuve que presenciar una discusión entre mozas. De no conocer el lugar y saber que fue una cuestión puntual, no volvía.;Si, me gustan este tipo de eventos;;;0
8/21/2023 21:29:08;Mujer;36 a 45 años;Malvin ;Varias veces al año;Cenas románticas o especiales en pareja;Variedad y calidad del menú, Ubicación conveniente;Familiar;Bueno;Bueno: en general estoy satisfecho con el servicio;Me encanta, es un ambiente acogedor y agradable;Ruido ambiente;Matambre;Tragos;No;Si, me gustan este tipo de eventos;;;0
8/21/2023 21:33:27;Hombre;46 a 55 años;Malvin ;Varias veces al año;Comidas familiares;Variedad y calidad del menú;Bar que te atienden como restaurante;Bueno;Bueno: en general estoy satisfecho con el servicio;Es agradable pero podría mejorarse en ciertos aspectos;Iluminación, Ruido ambiente;Nada en especial ;;;No, no estoy interesado en este tipo de actividades;;;0
8/22/2023 14:07:40;Hombre;65 a 75 años;Carrasco;Una vez al mes o más;Cenas románticas o especiales en pareja;El ambiente y su calidez;El mejor no hay otro igual;Excelente;Excepcional: el personal es amable, atento y servicial;Es agradable pero podría mejorarse en ciertos aspectos;El tema del sol en la tarde;Canelones;No;;No, no estoy interesado en este tipo de actividades;No;;0
8/22/2023 15:29:19;Mujer;56 a 65 años;Punta Hirda;Varias veces al año;Celebraciones;Variedad y calidad del menú, El ambiente y su calidez, Atención y que puedo venir a la terraza con mi oerro;Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Ventilación, Comodidad del mobiliario;Pescados, pastas, no hay acompañamiento para los aperitivos ;White russian ;No;Si, me gustan este tipo de eventos;;;0
8/22/2023 15:33:45;Hombre;46 a 55 años;Carrasco;Una vez al mes o más;Comidas familiares;Variedad y calidad del menú, El ambiente y su calidez, Ubicación conveniente;Familiar, Restaurante, Bar que te atienden como restaurante, Parrillada;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Iluminación, Ruido ambiente;Milanesa ;No se;Ninguno;No, no estoy interesado en este tipo de actividades;Aceptar mascotas.;;0
8/22/2023 17:29:07;Mujer;46 a 55 años;Carrasco norte;Ocasionalmente;Reuniones con amigos;Tradición e historia del lugar;Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;Iluminación;;;;;;;0
8/22/2023 20:43:14;Hombre;18 a 25 años;La cruz de carrasco;Ocasionalmente;Comidas familiares;Variedad y calidad del menú;Restaurante;Excelente;Excepcional: el personal es amable, atento y servicial;Me encanta, es un ambiente acogedor y agradable;;;;;No, no estoy interesado en este tipo de actividades;;;0
